序号,链接,标题,匹配语料
107,https://tass.ru/ekonomika/18324115,NRC: ФРГ может до конца года запретить применение технологий Huawei и ZTE в сетях 5G20 июля 2023,"В 2020 году Брюссель опубликовал рекомендации по исключению поставщиков оборудования, таких как Huawei, из цепочек поставок для создания 5G-сетей на территории сообщества."
108,https://tass.ru/mezhdunarodnaya-panorama/18259717,Республиканцы Конгресса обязали Госдеп передать документы о блокировке санкций против КНР12 июля 2023,"В нем отмечается, что глава американской дипломатии должен предоставить конгрессменам ""ключевые документы, касающиеся создания Госдепартаментом препятствий использованию таких средств обеспечения национальной безопасности, как санкции и экспортный контроль в отношении компаний, подобных Huawei, направленных на противодействие растущей агрессии КПК"" (Коммунистической партии Китая)."
109,https://tass.ru/ekonomika/18256257,Reuters: Huawei может возобновить массовое производство смартфонов с 5G к концу года12 июля 2023,"Запуск нового модельного ряда Huawei с использованием 5G-чипов, по мнению экспертов, будет возможен с 2024 года."
110,https://tass.ru/ekonomika/18256257,Reuters: Huawei может возобновить массовое производство смартфонов с 5G к концу года12 июля 2023,"В частности, в марте Huawei объявила о прорыве в инструментах автоматизации электронного проектирования для чипов, добавили собеседники агентства."
111,https://tass.ru/ekonomika/18256257,Reuters: Huawei может возобновить массовое производство смартфонов с 5G к концу года12 июля 2023,"Китайская компания Huawei планирует возобновить массовое производство смартфонов с технологией связи 5G к концу 2023 года, преодолев запрет на поставку чипов из США."
112,https://tass.ru/ekonomika/18256257,Reuters: Huawei может возобновить массовое производство смартфонов с 5G к концу года12 июля 2023,"Собственные 5G-чипы позволят Huawei уже в этом году возобновить выпуск версии 5G своих флагманских моделей, таких как P60, которая считается одним из конкурентов iPhone, уточнили источники."
113,https://tass.ru/ekonomika/18256257,Reuters: Huawei может возобновить массовое производство смартфонов с 5G к концу года12 июля 2023,"С тех пор Huawei выпускала ограниченные партии моделей 5G с использованием имеющихся чипов, выпав из большинства мировых рейтингов в прошлом году."
114,https://tass.ru/ekonomika/18219537,Alibaba и Huawei представили новые продукты на основе ИИ07 июля 2023,Huawei в ходе своей трехдневной ежегодной конференции разработчиков в городе Дунгуань провинции Гуандун продемонстрировала третью версию своей модели искусственного интеллекта Pangu.
115,https://tass.ru/ekonomika/18219537,Alibaba и Huawei представили новые продукты на основе ИИ07 июля 2023,Alibaba Group Holdings и Huawei Technologies Co.
116,https://tass.ru/mezhdunarodnaya-panorama/18074889,WSJ: США при Трампе следили за работниками китайских компаний на Кубе21 июня 2023,"Как следует из заявления компании, Huawei отвергла ""такие необоснованные обвинения"", потому что корпорация ""привержена полному соблюдению законов и правил""."
117,https://tass.ru/mezhdunarodnaya-panorama/18074889,WSJ: США при Трампе следили за работниками китайских компаний на Кубе21 июня 2023,"Администрация бывшего президента США Дональда Трампа следила за работниками китайских компаний Huawei Technologies и ZTE на Кубе, которые якобы могли вести разведывательную деятельность в отношении Соединенных Штатов."
118,https://tass.ru/ekonomika/18003039,FT: ЕС выделил Huawei €3,"Евросоюз выделил Huawei €3,89 млн на разработку технологий связи нового поколения для научно-исследовательской программы Horizon Europe, несмотря на введенные ранее ограничительные меры в отношении китайской корпорации."
119,https://tass.ru/ekonomika/18003039,FT: ЕС выделил Huawei €3,"Подобное сотрудничество показывает, что ""Европа в ближайшее время не сможет отказаться от [работы] с Huawei"", отмечает Financial Times."
120,https://tass.ru/ekonomika/18003039,FT: ЕС выделил Huawei €3,"По данным издания, Huawei задействована в 11 проектах, финансируемых Брюсселем."
121,https://tass.ru/ekonomika/18003039,FT: ЕС выделил Huawei €3,"В 2020 году Брюссель опубликовал рекомендации по исключению поставщиков оборудования, таких как Huawei, из цепочек поставок для создания 5G-сетей на территории сообщества."
122,https://tass.ru/ekonomika/17966151,СтатьяАфриканский разворот: какие проекты на континенте могут заинтересовать российский бизнес09 июня 2023,"Например, резидентами тунисского El Ghazala являются международные корпорации Microsoft, Alcatel, Ericsson, Huawei Technologies, ST Microelectronics и другие."
123,https://tass.ru/ekonomika/17950131,FT: ЕС рассматривает возможность полного запрета на оборудование Huawei для сетей 5G07 июня 2023,"Три года назад Брюссель опубликовал рекомендации по исключению поставщиков оборудования, таких как Huawei, для построения 5G-сетей на территории ЕС."
124,https://tass.ru/ekonomika/17950131,FT: ЕС рассматривает возможность полного запрета на оборудование Huawei для сетей 5G07 июня 2023,"Huawei заявила, что выступает против политизации решений в сфере кибербезопасности."
125,https://tass.ru/ekonomika/17950131,FT: ЕС рассматривает возможность полного запрета на оборудование Huawei для сетей 5G07 июня 2023,"""Евросоюз может запретить всем государствам при построении сетей пятого поколения мобильной связи использовать оборудование компаний, представляющих угрозу безопасности сообщества, в том числе китайской телекоммуникационной корпорации Huawei"", - информирует издание."
126,https://tass.ru/ekonomika/17950131,FT: ЕС рассматривает возможность полного запрета на оборудование Huawei для сетей 5G07 июня 2023,Евросоюз рассматривает возможность полного запрета на использование оборудования китайской телекоммуникационной компании Huawei в создании сетей связи 5G в странах - членах сообщества.
127,https://tass.ru/ekonomika/17950131,FT: ЕС рассматривает возможность полного запрета на оборудование Huawei для сетей 5G07 июня 2023,"Ранее под давлением США Великобритания отказалась от сотрудничества с китайской корпорацией в создании сетей 5G на территории королевства, а также обязала британские компании заменить соответствующее оборудование Huawei аналогами от других производителей из-за опасений оказаться в зависимости от Китая в стратегических областях."
128,https://tass.ru/ekonomika/17935485,Доля продаж смартфонов Samsung в России весной снизилась вдвое06 июня 2023,"В пресс-службе ""Мегафона"" сообщили, что в первом квартале 2023 года в объединенной розничной сети ""МегаФона"" и Yota увеличились продажи смартфонов Apple, Huawei, Realme по сравнению с аналогичным периодом 2022 года, а доля продаж смартфонов Samsung в первом квартале 2023 года за год снизилась."
129,https://tass.ru/interviews/17898693,ИнтервьюНижегородский губернатор: адаптация промышленности РФ идет на разработках нашего региона01 июня 2023,"Более того, был обратный процесс, в какой-то момент времени сотрудники зарубежных представительств недружественных компаний начали покидать Нижегородскую область, а потом в силу работы наших работодателей — на самом деле это российские компании, их можно перечислять, — это и Yadro, и Сбер, и ""Росатом"", и многие-многие другие, но, например, и Huawei занимался наймом работников именно здесь, — в результате этой деятельности специалисты поехали обратно."
130,https://tass.ru/ekonomika/17840257,В России доля проданных смартфонов на iOS в I квартале снизилась на 3,Доля операционной системы Huawei HarmonyOS в России составила в пределах 1%.
131,https://tass.ru/ekonomika/17838157,"МИД КНР назвал ""нарративной ловушкой"" заявления США об экономическом давлении Китая25 мая 2023","""Как насчет Huawei и более 1 тыс."
132,https://tass.ru/mezhdunarodnaya-panorama/17832373,СМИ: Конгресс США потребовал от Блинкена объяснить блокировку санкций против Китая24 мая 2023,"Конгрессмен подчеркнул, что пауза в санкционном давлении на такие компании, как Huawei, ""вызывает серьезные сомнения в готовности и способности руководителей Департамента эффективно реагировать на растущую агрессию со стороны КНР""."
133,https://tass.ru/ekonomika/17809987,Google объяснил удаление 2ГИС из Google Play соблюдением санкций22 мая 2023,"Версию 2ГИС для Android можно скачать с сайта 2ГИС и в других магазинах приложений, таких как Huawei App Gallery, Samsung Galaxy Store, Xiaomi Getapps, NashStore, RuMarket и RuStore."
134,https://tass.ru/nauka/17807999,В НТИ заявили о возможном росте энергопотребления базовых станций при развитии сетей 5G22 мая 2023,"""Такая станция, согласно данным Huawei, потребляет 11,5 кВт электричества, что на 68% больше энергопотребления аналогичного оборудования для LTE."
135,https://tass.ru/obschestvo/17799325,2ГИС стал недоступен в Google Play20 мая 2023,"Версию 2ГИС для Android по-прежнему можно скачать с сайта 2ГИС и в других магазинах приложений, таких как Huawei App Gallery, Samsung Galaxy Store, Xiaomi Getapps, NashStore, RuMarket и RuStore, добавили в пресс-службе."
136,https://tass.ru/ekonomika/17776235,Казахстан и Китай в ходе визита Токаева подписали документы на $22 млрд18 мая 2023,"В их числе такие корпорации, как CNPC, CITIC, NFC, Sinopec, Huawei."
137,https://tass.ru/ekonomika/17776135,Китай отменил запрет на импорт австралийской древесины18 мая 2023,"Австралия стала одной из первых стран, выразивших озабоченность по поводу национальной безопасности из-за планов китайских компаний Huawei и ZTE создать в стране инфраструктуру 5G, в 2018 году австралийское правительство запретило им разворачивать сети пятого поколения связи."
138,https://tass.ru/ekonomika/17776115,Эксперт считает,"Многие поставщики оборудования приступают к производству на каждом из этих рынков, включая такие компании, как Huawei, Vivo и Xiaomi, которые считаются широко известными брендами в странах БРИКС""."
139,https://tass.ru/ekonomika/17768075,FT: Volkswagen хочет использовать ПО Huawei в автомобилях в Китае17 мая 2023,"По их данным, немецкий автоконцерн провел соответствующие переговоры не только с Huawei, но и с другими фирмами КНР с учетом того, что китайские покупатели ""отдают предпочтение отечественным производителям""."
140,https://tass.ru/ekonomika/17768075,FT: Volkswagen хочет использовать ПО Huawei в автомобилях в Китае17 мая 2023,Автопроизводитель Volkswagen рассматривает возможность использования программного обеспечения (ПО) концерна Huawei на машинах в Китае с целью увеличить долю на крупнейшем в мире рынке электромобилей.
141,https://tass.ru/mezhdunarodnaya-panorama/17729477,СМИ: глава МИД Китая может посетить Австралию в июле12 мая 2023,"Австралия стала одной из первых стран, выразивших озабоченность по поводу национальной безопасности из-за планов китайских компаний Huawei и ZTE создать в стране инфраструктуру 5G."
142,https://tass.ru/opinions/17667361,МнениеЕС — Китай: Брюссель выходит на тропу войны03 мая 2023,"Раздражение ЕС уже проявлялось на практике: точечные санкции против китайских чиновников за те же, мол, нарушения прав человека, присоединение к американским гонениям на компанию Huawei или запрет соцсети TikTok для европейских функционеров."
143,https://tass.ru/mezhdunarodnaya-panorama/17656853,FT: ЕС и США предостерегли власти Малайзии от сотрудничества с Huawei02 мая 2023,"Обеспокоенность США и ЕС связана с решением правительства Малайзии пересмотреть результаты тендера на строительство сети 5G стоимостью $2,5 млрд, в котором Huawei изначально проиграл шведской Ericsson."
144,https://tass.ru/mezhdunarodnaya-panorama/17656853,FT: ЕС и США предостерегли власти Малайзии от сотрудничества с Huawei02 мая 2023,Министерство торговли США с 17 мая 2019 года внесло Huawei в черный список из-за угрозы национальной безопасности.
145,https://tass.ru/mezhdunarodnaya-panorama/17656853,FT: ЕС и США предостерегли власти Малайзии от сотрудничества с Huawei02 мая 2023,Представители Евросоюза и США предупредили правительство Малайзии о возможных угрозах национальной безопасности в случае участия китайской Huawei в развитии сети 5G в стране.
146,https://tass.ru/mezhdunarodnaya-panorama/17656853,FT: ЕС и США предостерегли власти Малайзии от сотрудничества с Huawei02 мая 2023,"В настоящее время представители США обеспокоены тем, что правительство Китая может использовать телекоммуникационные технологии Huawei для шпионажа."
147,https://tass.ru/mezhdunarodnaya-panorama/17621829,США намерены продолжить вносить компании из КНР в черный список в случае необходимости27 апреля 2023,"Раймондо на слушаниях спросили о письме группы сенаторов от Республиканской партии, которые призвали администрацию президента США Джо Байдена ввести санкции в отношении технологических компаний из Китая, предоставляющих облачные услуги, включая сервис Huawei Cloud."
148,https://tass.ru/ekonomika/17612433,В ТПП предложили начать с Белоруссии взаимное признание цифровой подписи для торговли26 апреля 2023,"Он отметил, что в настоящее время уже реализованы пилотные проекты в этом направлении и привел в пример сотрудничество компаний ""Мегафон"" и Huawei, а также проекты Минтранса РФ."
149,https://tass.ru/mezhdunarodnaya-panorama/17607941,Reuters: сенаторы США предложили ввести санкции против поставщиков облачных услуг из Китая26 апреля 2023,"Группа сенаторов Конгресса США от Республиканской партии призвала администрацию президента Джо Байдена ввести санкции в отношении технологических компаний из Китая, предоставляющих облачные услуги, включая сервис Huawei Cloud."
150,https://tass.ru/ekonomika/17570841,Huawei перешла на собственное ПО по управлению бизнес-процессами20 апреля 2023,Эта система уже запущена и обрабатывает 100% бизнес-сценариев Huawei и порядка 80% бизнес-данных.
151,https://tass.ru/ekonomika/17570841,Huawei перешла на собственное ПО по управлению бизнес-процессами20 апреля 2023,С 2019 года Huawei находится под жестким давлением в связи с введенными против нее санкциями США.
152,https://tass.ru/ekonomika/17570841,Huawei перешла на собственное ПО по управлению бизнес-процессами20 апреля 2023,"За последние три года Huawei инвестировала значительные ресурсы и привлекла несколько тысяч человек для этого проекта, одновременно работая с отраслевыми партнерами и партнерами по экосистеме над преодолением связанных с этим проблем"", - указывается в пресс-релизе."
153,https://tass.ru/ekonomika/17570841,Huawei перешла на собственное ПО по управлению бизнес-процессами20 апреля 2023,"Это был самый масштабный и сложный проект по трансформации, который когда-либо предпринимала Huawei."
154,https://tass.ru/ekonomika/17570841,Huawei перешла на собственное ПО по управлению бизнес-процессами20 апреля 2023,"""В 2019 году Huawei начала сталкиваться с возросшим внешним давлением и вызовами в бизнесе."
155,https://tass.ru/ekonomika/17570841,Huawei перешла на собственное ПО по управлению бизнес-процессами20 апреля 2023,"Китайская компания Huawei объявила, что заменила устаревшую ERP (систему управления предприятием) на систему собственной разработки MetaERP, чтобы снизить свою зависимость от зарубежных технологий."
156,https://tass.ru/ekonomika/17570841,Huawei перешла на собственное ПО по управлению бизнес-процессами20 апреля 2023,"Мы выжили"", - приводит пресс-релиз слова члена совета директоров Huawei Тао Цзинвэня."
157,https://tass.ru/mezhdunarodnaya-panorama/17531735,Президент Бразилии положительно оценил результаты своего визита в Китай15 апреля 2023,"Он побывал в Шанхае, где посетил центр исследования и разработок Huawei, принял участие в церемонии вступления в должность нового президента Нового банка развития Дилмы Руссефф, провел переговоры с секретарем парткома Шанхая Чэнь Цзинином."
158,https://tass.ru/mezhdunarodnaya-panorama/17513851,Бразилия заявила о готовности внести вклад в построение более справедливого мира13 апреля 2023,"Программа в Шанхае предусматривает посещение штаб-квартиры созданного странами БРИКС НБР и участие в церемонии вступления в должность нового президента банка Дилмы Руссефф, посещение центра исследования и разработок телекоммуникационной компании Huawei, встречу с главой автоконцерна BYD Ван Чуаньфу, а также беседу с секретарем парткома Шанхая Чэнь Цзинином."
159,https://tass.ru/ekonomika/17513833,Бразилия указала на помощь банка БРИКС развивающимся странам уйти от обычных фининститутов13 апреля 2023,"Программа в Шанхае предусматривает посещение штаб-квартиры созданного странами БРИКС НБР и участие в церемонии вступления в должность нового президента банка Дилмы Руссеф, посещение центра исследования и разработок телекоммуникационной компании Huawei, встречу с главой автоконцерна BYD Ван Чуаньфу, а также беседу с секретарем парткома Шанхая Чэнь Цзинином."
160,https://tass.ru/obschestvo/17404425,1Китайская международная выставка потребительских товаров: чем удивит Хайнань в этом году10 апреля 2023,"Участие уже подтвердили Huawei, Poly Culture, Jingdezhen Porcelain, Tsingtao Beer, POP MART, Lao Feng Xiang, Bloomage Biotech, iFLYTEK и Pien Tze Huang и несколько других флагманов в своих областях."
161,https://tass.ru/ekonomika/17485733,В Международной выставке потребления на Хайнане примут участие более 3,"Среди них, в частности, телекоммуникационная компания Huawei, компания по разработке искусственного интеллекта iFLYTEK и другие."
162,https://tass.ru/ekonomika/17484487,Bloomberg сообщил о планах Huawei открыть региональный головной офис в Эр-Рияде09 апреля 2023,"По данным источников Bloomberg, окончательное решение еще не принято, однако ввиду укрепления дипломатических и деловых связей Китая и Саудовской Аравии Huawei склоняется к открытию офиса в Эр-Рияде."
163,https://tass.ru/ekonomika/17484487,Bloomberg сообщил о планах Huawei открыть региональный головной офис в Эр-Рияде09 апреля 2023,Сейчас Huawei имеет на Ближнем Востоке два региональных головных офиса - в ОАЭ и в Бахрейне.
164,https://tass.ru/ekonomika/17484487,Bloomberg сообщил о планах Huawei открыть региональный головной офис в Эр-Рияде09 апреля 2023,Китайская технологическая компания Huawei ведет предварительные переговоры с властями Эр-Рияда об открытии там своего регионального головного офиса.
165,https://tass.ru/ekonomika/17441827,Huawei подготовит 50 тыс. специалистов в сфере ИКТ в Южной Азии за пять лет04 апреля 2023,За последний год Huawei подготовила более 6 тыс.
166,https://tass.ru/ekonomika/17441827,Huawei подготовит 50 тыс. специалистов в сфере ИКТ в Южной Азии за пять лет04 апреля 2023,Huawei подготовит 50 тыс.
167,https://tass.ru/ekonomika/17441827,Huawei подготовит 50 тыс. специалистов в сфере ИКТ в Южной Азии за пять лет04 апреля 2023,Технологическая компания Huawei планирует обучить 50 тыс.
168,https://tass.ru/ekonomika/17441827,Huawei подготовит 50 тыс. специалистов в сфере ИКТ в Южной Азии за пять лет04 апреля 2023,"талантов в сфере ИКТ в ближайшие пять лет"", - приводит агентство слова представителя Huawei."
169,https://tass.ru/ekonomika/17425021,Депутат Думы связал проект сенаторов США с продвижением интересов американских IT-компаний01 апреля 2023,"Во-первых, этот законопроект заставляет задуматься, а нет ли здесь лоббирования интересов одних компаний в ущерб иностранным, добившимся успеха на национальном рынке, таких как раз, как ""Лаборатория Касперского"", Huawei и соцсеть TikTok, которые пользуются огромным спросом на американском рынке"", - сказал депутат."
170,https://tass.ru/ekonomika/17425021,Депутат Думы связал проект сенаторов США с продвижением интересов американских IT-компаний01 апреля 2023,"Представители сенатора Марка Уорнера (демократ от штата Вирджиния), являющегося одним из авторов законопроекта, заверили, что инициатива направлена не против отдельных пользователей, а против компаний и приложений, включая продукцию ""Лаборатории Касперского"" и Huawei, а также соцсети TikTok."
171,https://tass.ru/ekonomika/17416581,Huawei сообщила о падении чистой прибыли в 2022 году на 68,С 2019 года Huawei находится под жестким давлением в связи с введенными против нее санкциями США.
172,https://tass.ru/ekonomika/17416581,Huawei сообщила о падении чистой прибыли в 2022 году на 68,"Согласно отчету компании, общие расходы Huawei на научно-исследовательские разработки в 2022 году составили 161,5 млрд юаней ($23,7 млрд) - 25,1% общей выручки за прошлый год."
173,https://tass.ru/ekonomika/17416581,Huawei сообщила о падении чистой прибыли в 2022 году на 68,Huawei была основана в 1987 году.
174,https://tass.ru/ekonomika/17416581,Huawei сообщила о падении чистой прибыли в 2022 году на 68,"Об этом сообщил в пятницу на пресс-конференции сменяемый председатель Совета директоров Huawei Сюй Чжицзюнь, трансляция которой велась на сайте компании."
175,https://tass.ru/ekonomika/17416581,Huawei сообщила о падении чистой прибыли в 2022 году на 68,"Чистая прибыль китайской компании Huawei за 2022 год упала на 68,7% и составила 35,6 млрд юаней ($5,2 млрд)."
176,https://tass.ru/ekonomika/17416581,Huawei сообщила о падении чистой прибыли в 2022 году на 68,"- Цветы сливы, как правило, становятся слаще после суровых зимних заморозков, и сегодня Huawei подобна цветущей сливе."
177,https://tass.ru/ekonomika/17416581,Huawei сообщила о падении чистой прибыли в 2022 году на 68,"В 2021 году Huawei смогла добиться рекордного показателя по чистой прибыли - 113,7 млрд юаней (около $16,7 млрд), что на 75,9% больше, чем в 2020 году."
178,https://tass.ru/ekonomika/17416581,Huawei сообщила о падении чистой прибыли в 2022 году на 68,"""2023 год будет иметь решающее значение для устойчивого выживания и развития Huawei, - сказал Сюй Чжицзюнь."
179,https://tass.ru/ekonomika/17413951,Доля RuStore среди магазинов приложений в России выросла до 2%31 марта 2023,"На втором месте расположился магазин приложений для Huawei AppGallery с долей в 2,85%, на третьем месте - Rustore с долей 1,54%."
180,https://tass.ru/ekonomika/17413951,Доля RuStore среди магазинов приложений в России выросла до 2%31 марта 2023,"При этом из них в 2022 году 8% пользовалось магазином Huawei, в этом году доля снизилаcь до 5%, сообщили в пресс-службе."
181,https://tass.ru/ekonomika/17413951,Доля RuStore среди магазинов приложений в России выросла до 2%31 марта 2023,"В частности, магазин приложений от Samsung потерял 6% пользователей, а магазины от Huawei и Xiaomi выросли на 20% и 15% соответственно."
182,https://tass.ru/mezhdunarodnaya-panorama/17383781,Politico: бельгийская спецслужба расследует лоббистскую деятельность Huawei в Брюсселе28 марта 2023,Служба государственной безопасности Бельгии расследует деятельность брюссельских офисов китайской технологической компании Huawei на предмет продвижения корпорацией интересов КНР в институтах Евросоюза.
183,https://tass.ru/mezhdunarodnaya-panorama/17383781,Politico: бельгийская спецслужба расследует лоббистскую деятельность Huawei в Брюсселе28 марта 2023,В Брюсселе действуют два лоббистских офиса Huawei.
184,https://tass.ru/mezhdunarodnaya-panorama/17383781,Politico: бельгийская спецслужба расследует лоббистскую деятельность Huawei в Брюсселе28 марта 2023,"Спецслужба планирует определить, существуют ли прямые связи между государственными органами КНР и брюссельским офисом Huawei."
185,https://tass.ru/mezhdunarodnaya-panorama/17383781,Politico: бельгийская спецслужба расследует лоббистскую деятельность Huawei в Брюсселе28 марта 2023,"По данным газеты, бельгийская спецслужба уже несколько месяцев опрашивает бывших сотрудников Huawei о деятельности компании в Брюсселе."
186,https://tass.ru/mezhdunarodnaya-panorama/17366229,В Германии выразили желание избавиться от китайской техники в критически важных сферах25 марта 2023,"6 марта газеты Die Zeit и Handelsblatt со ссылкой на источники в официальных кругах сообщили, что правительство ФРГ склоняется к тому, чтобы запретить операторам использовать компоненты китайских компаний Huawei и ZTE при расширении 5G-сетей, но окончательное решение еще не принято."
187,https://tass.ru/opinions/17338111,МнениеВизит Шольца в Токио: Япония становится ключевым партнером ФРГ в Азии22 марта 2023,"6 марта газеты Die Zeit и Handelsblatt со ссылкой на источники в правительственных кругах сообщили, что Берлин склоняется к тому, чтобы запретить операторам использовать компоненты компаний Huawei и ZTE при расширении 5G-сетей."
188,https://tass.ru/ekonomika/17331163,В ФРГ не исключили введения ограничений на экспорт высокотехнологичных товаров в Китай22 марта 2023,"6 марта газеты Die Zeit и Handelsblatt со ссылкой на источники в официальных кругах сообщили, что правительство ФРГ склоняется к тому, чтобы запретить операторам использовать компоненты китайских компаний Huawei и ZTE при расширении 5G-сетей, но окончательного решения еще не принято."
189,https://tass.ru/ekonomika/17331163,В ФРГ не исключили введения ограничений на экспорт высокотехнологичных товаров в Китай22 марта 2023,"Глава Минэкономики ФРГ указал, что в будущем необходимо избегать использования компонентов китайской компании Huawei при расширении 5G-сетей в Германии."
190,https://tass.ru/ekonomika/17331163,В ФРГ не исключили введения ограничений на экспорт высокотехнологичных товаров в Китай22 марта 2023,"Но в будущем нам следует воздержаться от этого"", - сказал Хабек, отвечая на вопрос, останутся ли компоненты Huawei в сети 5G в ФРГ через пять лет."
191,https://tass.ru/ekonomika/17326635,FT: правительство Китая предоставит крупным отечественным производителям чипов субсидии21 марта 2023,"Помощь получат такие производители микроэлектроники, как SMIC, Hua Hong Semiconductor и Huawei, а также Naura и Advanced Micro-Fabrication Equipment, поставляющие оборудование для производства микросхем."
192,https://tass.ru/ekonomika/17313007,RuStore не начали предустанавливать на продаваемые в России смартфоны20 марта 2023,"К примеру, на продаваемых смартфонах Samsung S23, которые были представлены в феврале 2023 года, ведущим магазином приложений остается Google Play, на других Android-смартфонах - либо Google Play, либо другие зарубежные магазины приложений, к примеру AppGallery для Huawei или Vivo App Store для Vivo."
193,https://tass.ru/nauka/17263099,В Санкт-Петербурге разработали технологию создания гибких экранов нового поколения14 марта 2023,"По его словам, ученые ведут переговоры с компанией Huawei, которая занимается производством подобных устройств."
194,https://tass.ru/ekonomika/17217535,Китай выразил недовольство планами ФРГ запретить компоненты Huawei и ZTE в сетях 5G08 марта 2023,"6 марта газеты Die Zeit и Handelsblatt со ссылкой на источники в правительственных кругах сообщили, что правительство ФРГ склоняется к тому, чтобы запретить операторам использовать компоненты китайских компаний Huawei и ZTE при расширении 5G-сетей."
195,https://tass.ru/ekonomika/17217535,Китай выразил недовольство планами ФРГ запретить компоненты Huawei и ZTE в сетях 5G08 марта 2023,Пекин выражает крайнее недовольство по поводу сообщений о планах правительства Германии запретить компоненты китайских компаний Huawei и ZTE при расширении 5G-сетей в ФРГ.
196,https://tass.ru/ekonomika/17217535,Китай выразил недовольство планами ФРГ запретить компоненты Huawei и ZTE в сетях 5G08 марта 2023,"Дипмиссия отметила, что на Huawei приходится почти 60% сетевого оборудования 5G в ФРГ, ""что вносит положительный вклад в строительство коммуникационной инфраструктуры Германии""."
197,https://tass.ru/ekonomika/17208159,СМИ: кабмин ФРГ склоняется к отказу от компонентов Huawei при расширении 5G-сетей07 марта 2023,"Правительство ФРГ склоняется к тому, чтобы запретить операторам использовать компоненты китайских компаний Huawei и ZTE при расширении 5G-сетей."
198,https://tass.ru/ekonomika/17208159,СМИ: кабмин ФРГ склоняется к отказу от компонентов Huawei при расширении 5G-сетей07 марта 2023,Летом 2018 года США ввели запрет на закупку и применение американскими государственными учреждениями телекоммуникационного оборудования китайских компаний ZTE и Huawei.
199,https://tass.ru/ekonomika/17208159,СМИ: кабмин ФРГ склоняется к отказу от компонентов Huawei при расширении 5G-сетей07 марта 2023,"В Huawei в ответ на запрос Handelsblatt сообщили, что не осуществляют деятельности, которая могла бы нарушать германские законы и правила."
200,https://tass.ru/ekonomika/17208159,СМИ: кабмин ФРГ склоняется к отказу от компонентов Huawei при расширении 5G-сетей07 марта 2023,В мае 2022 года Китай выразил протест Канаде в связи с решением ее властей запретить компаниям Huawei и ZTE принимать участие в поставках оборудования для сетей 5G.
201,https://tass.ru/ekonomika/17208159,СМИ: кабмин ФРГ склоняется к отказу от компонентов Huawei при расширении 5G-сетей07 марта 2023,Дискуссии о возможности участия Huawei в процессе внедрения систем мобильной связи пятого поколения в Германии идут уже давно.
202,https://tass.ru/ekonomika/17198875,В Китае заявили о намерении ускорить разработку технологий 6G05 марта 2023,В мае 2022 года Китай выразил протест Канаде в связи с решением ее властей запретить китайским компаниям Huawei и ZTE принимать участие в поставках оборудования для сетей 5G.
203,https://tass.ru/ekonomika/17198875,В Китае заявили о намерении ускорить разработку технологий 6G05 марта 2023,Летом 2018 года США ввели запрет на закупку и применение американскими государственными учреждениями телекоммуникационного оборудования китайских компаний ZTE и Huawei.
204,https://tass.ru/ekonomika/17162657,WSJ: США рассматривают возможность запретить компаниям продавать чипы Huawei28 февраля 2023,"На сегодняшний день представители власти США обеспокоены тем, что правительство Китая может использовать телекоммуникационные технологии Huawei для шпионажа, передает газета."
205,https://tass.ru/ekonomika/17162657,WSJ: США рассматривают возможность запретить компаниям продавать чипы Huawei28 февраля 2023,"""Политика, которая [раньше] разрешала экспорт для Huawei, несмотря на включение компании в черный список, сворачивается"", - заявил газете бывший высокопоставленный сотрудник службы безопасности США, знакомый с политическими обсуждениями администрации."
206,https://tass.ru/ekonomika/17162657,WSJ: США рассматривают возможность запретить компаниям продавать чипы Huawei28 февраля 2023,"Администрация президента США Джо Байдена рассматривает возможность отзыва экспортных лицензий, выданных американским компаниям, поставляющим китайской корпорации Huawei чипы для телефонов и других устройств."
207,https://tass.ru/ekonomika/17162657,WSJ: США рассматривают возможность запретить компаниям продавать чипы Huawei28 февраля 2023,"В ответ на запрос The Wall Street Journal Huawei заявила, что ее продукты не представляют угрозы для национальной безопасности."
208,https://tass.ru/ekonomika/17162657,WSJ: США рассматривают возможность запретить компаниям продавать чипы Huawei28 февраля 2023,Минторг США с 17 мая 2019 года внес Huawei в черный список из-за угрозы национальной безопасности.
209,https://tass.ru/ekonomika/17162657,WSJ: США рассматривают возможность запретить компаниям продавать чипы Huawei28 февраля 2023,"По информации источников, решение распространится на Qualcomm, Intel и другие компании, предоставляющие Huawei продукты, включающие в себя передовые технологии 5G, а также более старые продукты, использующие 4G."
210,https://tass.ru/ekonomika/17150513,"Продажи смартфонов на ""Авито"" в 2022 году выросли на 27%27 февраля 2023",На четвертом и пятом местах расположились Honor (5%) и Huawei (2%) соответственно.
211,https://tass.ru/ekonomika/17006875,Минкоммерции КНР: США дестабилизируют цепочки поставок и вредят инновациям в мире09 февраля 2023,"""США дестабилизируют глобальные цепочки поставок и наносят урон внедрению технологических инноваций во всем мире"", - подчеркнула она на пресс-конференции, отвечая на вопрос местного журналиста о приостановке выдачи лицензий на экспорт американской наукоемкой продукции для китайской корпорации Huawei."
212,https://tass.ru/ekonomika/17006875,Минкоммерции КНР: США дестабилизируют цепочки поставок и вредят инновациям в мире09 февраля 2023,"Как сообщила ранее со ссылкой на источники британская газета Financial Times , администрация президента США Джо Байдена приостановила выдачу американским компаниям лицензий на экспорт широкого перечня современной продукции для Huawei."
